unnamed_0,dbn,district,school_name,school,principal,progress_report_type,school_type,peerindex,overallgrade,overallscore2012,overallpercentile2012,progressscore2012,progressgrade2012,performancescore2012,performancegrade2012,environmentscore2012,environmentgrade2012,additionalcredit2012,201011_progress_report_grade,200910_progress_report_grade,parentresponserate,teacherresponserate,studentresponserate,safetyscore,communicationscore,engagementscore,expectationsscore
1284,84X496,84,Icahn Charter School 4,Icahn Charter School 4,Michelle Allen,EMS,Elementary School,55.64,A,99.3,99.8,57.1,A,25,A,13.4,A,3.7,A,.,0.85,0.93,,9.1,8.8,8.6,9.2
1285,84X703,84,Bronx Preparatory Charter School,Bronx Prep Charter School,Jacqueline King-Robinson,EMS,Middle/High School,2.72,D,31.1,7.2,11.5,F,8.4,D,8.4,B,2.8,C,C,0.27,0.78,0.79,7.4,6.5,7.1,7.2
1286,84X703,84,Bronx Preparatory Charter School,Bronx Prep Charter School,Jacqueline King-Robinson,HS,Middle/High School,2.79,D,43.2,5.1,18.5,F,8.8,D,9.9,B,2.4,C,C,0.27,0.78,0.79,7.4,6.5,7.1,7.2
1287,84X704,84,Kipp Academy Charter School,KIPP Academy Charter School,Natalie Webb/Carolyn Petruz,EMS,Elementary/Middle School,2.84,A,93.9,98.6,55,A,21.6,A,13.1,A,4.2,A,A,0.62,0.55,0.97,8.4,7.8,7.9,8.6
1288,84X705,84,Family Life Academy Charter School,Family Life Academy Charter School,Angel Rodriguez,EMS,Elementary/Middle School,58.98,A,79.6,96.3,42.5,A,19.7,A,13,A,4.4,B,B,1,0.97,1,8.2,7.8,8,8.5
1289,84X706,84,Harriet Tubman Charter School,Harriet Tubman Charter School,Cleveland Person,EMS,Elementary/Middle School,53.52,A,71.5,86.9,47,A,13.9,B,6.8,C,3.8,C,C,0.83,1,0.92,7.6,7.2,7.4,7.9
1290,84X717,84,Icahn Charter School,Icahn Charter School,Daniel Garcia,EMS,Elementary/Middle School,50.48,A,91.4,99.4,53.4,A,23.8,A,12.7,A,1.5,A,B,0.61,1,0.99,8.3,8,8.2,8.8
1291,84X718,84,Bronx Charter School For Better Learning,Bronx Charter School for Better Learning,Shubert Jacobs,EMS,Elementary School,47.8,B,64.2,74.1,33.8,B,17.9,A,10.8,A,1.7,C,C,0.67,0.89,,8.7,8.1,8,8.2
1292,84X730,84,Bronx Charter School For The Arts,Bronx Charter School for Arts,Christina Brown,EMS,Elementary School,58.78,C,45.6,27.5,22.6,C,13.6,B,7,C,2.4,D,B,0.73,0.82,,8.1,7.3,7.6,7.6
1293,01M448,1,University Neighborhood High School,University Neighborhood High School,Elizabeth Collins,HS,High School,1.86,B,67.7,59.4,35.3,B,11.6,B,9,B,4.3,C,C,0.26,1,0.71,7.6,6.9,7.2,7.6
1294,01M509,1,Marta Valle High School,Marta Valle High School,Mimi Fortunato,HS,High School,1.64,C,50.5,14.7,19.6,F,12.2,B,5.5,F,5.4,C,B,0.13,0.92,0.6,6.7,6,6.6,6.6
1295,01M696,1,Bard High School Early College,Bard High School Early College,Michael Lerner,HS,High School,3.76,B,67.4,57.9,29.1,C,15.2,A,11.5,A,2,B,B,0.47,0.83,0.96,8.4,7.6,8,8.7
1296,02M047,2,47 The American Sign Language And English Secondar,47 The American Sign Language and English Secondary School,Watfa A. Shama,HS,High School,1.42,B,58.8,31.9,31.2,C,7.8,F,10.8,A,3.5,C,A,0.48,0.71,0.46,8,6.7,7.4,7.4
1297,02M288,2,Food And Finance High School,Food and Finance High School,Roger Turgeon,HS,High School,2.19,A,71.2,69.8,33.7,B,17.5,A,8.9,B,4.7,A,A,0.07,0.92,0.83,6.9,6.9,7.1,7.5
1298,02M294,2,Essex Street Academy,Essex Street Academy,Erin Carstensen,HS,High School,2.14,B,69.1,63.9,33,B,15.2,A,12,A,4.8,B,A,0.29,0.93,0.72,8.3,7.7,8,8.3
1299,02M296,2,High School Of Hospitality Management,High School of Hospitality Management,Matthew Corallo,HS,High School,1.97,A,75.4,79.9,36.3,B,16,A,9.5,B,7.7,A,A,0.41,0.93,0.75,7.7,7.1,7.4,7.8
1300,02M298,2,Pace High School,Pace High School,Yvette Sy,HS,High School,2.64,A,70.6,67.6,36,B,16,A,9.3,B,3,A,A,0.78,0.96,0.97,7.2,6.8,7,7.3
1301,02M300,2,"Urban Assembly School Of Design And Construction,","Urban Assembly School of Design and Construction, The",Matthew Willoughby,HS,High School,2.04,C,56.2,24.9,24.3,D,13.2,B,8.5,C,4.6,B,B,0.3,0.85,0.81,7.3,6.6,7,7.5
1302,02M303,2,"Facing History School, The","Facing History School, The",Dana Panagot,HS,High School,1.8,A,75.3,79.7,35.9,B,14.4,A,10,B,9.2,B,B,0.73,0.97,0.89,7.5,7.2,7.5,7.8
1303,02M305,2,"Urban Assembly Academy Of Government And Law, The","Urban Assembly Academy of Government and Law, The",David Glasner,HS,High School,2.08,A,70.4,66.8,38.2,B,13.1,B,8.3,C,5,C,B,0.09,1,0.9,7.1,6.4,6.8,7.2
1304,02M308,2,Lower Manhattan Arts Academy,Lower Manhattan Arts Academy,John Wenk,HS,High School,1.96,A,72.6,73.8,37.7,B,13.2,B,10.6,A,5.5,A,A,0.13,0.71,0.66,7.5,7.2,7.5,7.7
1305,02M316,2,"Urban Assembly School Of Business For Young Women,","Urban Assembly School of Business for Young Women, the",Patricia Minaya,HS,High School,2.17,B,62.1,41.4,33.4,B,11.2,C,7.5,C,3.7,B,B,0.6,0.77,0.8,7.2,6.4,6.7,7.2
1306,02M374,2,Gramercy Arts High School,Gramercy Arts High School,Denise Dicarlo,HS,High School,2.41,C,53.7,20.1,28.3,C,12.4,B,6.7,D,2.4,C,B,0.68,0.91,0.96,7.5,6.8,7.4,7.6
1307,02M376,2,Nyc Ischool,NYC iSchool,Alisa Berger,HS,High School,2.96,B,66,52.7,36.2,B,14.6,A,9.8,B,1,,,0.37,0.87,0.87,8.1,7.4,7.6,7.7
1308,02M392,2,Manhattan Business Academy,MANHATTAN BUSINESS ACADEMY,Karen Polsonetti,HS,High School,2.23,,,,,,,,,,,,,0.17,0.96,0.84,7.8,7.1,7.3,7.8
1309,02M393,2,Business Of Sports School,BUSINESS OF SPORTS SCHOOL,Joshua Solomon,HS,High School,2,,,,,,,,,,,,,0.26,0.82,0.53,7,6.7,6.9,7.3
1310,02M399,2,The High School For Language And Diplomacy,THE HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY,Santiago Mayol,HS,High School,2.11,,,,,,,,,,,,,0.15,0.89,0.78,7.5,6.1,6.6,6.9
1311,02M400,2,High School For Environmental Studies,High School for Environmental Studies,Shirley H. Matthews,HS,High School,2.55,B,66.5,55.5,31.1,C,14.2,A,10.1,B,3,B,B,0.1,0.99,0.75,7.8,7,7.4,7.8
1312,02M411,2,Baruch College Campus High School,Baruch College Campus High School,Alicia Perez-Katz,HS,High School,3.36,A,80.8,90.7,44.3,A,16.2,A,11.1,A,0,A,A,0.29,0.27,0.92,8.4,6.7,7.2,8.1
1313,02M412,2,N.Y.C. Lab School For Collaborative Studies,N.Y.C. Lab School for Collaborative Studies,Brooke Jackson,HS,High School,2.99,A,74.1,76.3,34.1,B,17.8,A,11.5,A,2,A,A,0.27,0.88,0.93,8.1,7.7,7.8,8
1314,02M414,2,N.Y.C. Museum School,N.Y.C. Museum School,Darlene Miller,HS,High School,3.05,A,76.3,82,45,A,17.3,A,5.9,F,1.5,A,A,0.5,0.93,1,7.6,5.7,6.2,6.5
1315,02M416,2,Eleanor Roosevelt High School,Eleanor Roosevelt High School,Dimitri Saliani,HS,High School,3.6,A,85.4,94.9,46.3,A,16.9,A,12.4,A,0.2,A,A,0.39,1,0.82,8.5,7.5,7.9,8.4
1316,02M418,2,Millennium High School,Millennium High School,Robert Rhodes,HS,High School,3.27,A,80.8,91,43.6,A,17.1,A,11.2,A,0.8,A,A,0.47,0.93,0.99,8.3,7,7.5,8.1
1317,02M419,2,Landmark High School,Landmark High School,Trevor Naidoo,HS,High School,1.93,C,47.1,9,19.2,F,9.6,C,5.8,F,5.8,D,C,0.45,0.96,0.79,7.2,6.4,7,7.2
1318,02M420,2,High School For Health Professions And Human Servi,High School for Health Professions and Human Services,Robert Gentile,HS,High School,2.68,B,67.5,58.9,35.4,B,13.9,B,8.9,B,2,B,C,0.48,0.95,0.94,7.5,6.8,7.1,7.6
1319,02M425,2,Leadership And Public Service High School,Leadership and Public Service High School,Philip Santos,HS,High School,1.99,C,55.6,24,27.1,C,9.5,C,8.2,C,4.2,C,B,0.06,0.75,0.04,6.8,6.7,7,7.2
1320,02M427,2,Manhattan Academy For Arts & Language,MANHATTAN ACADEMY FOR ARTS & LANGUAGE,Siv Boletsis,HS,High School,1.93,,,,,,,,,,,,,0.61,1,0.89,8,7.5,7.9,8.3
1321,02M429,2,Legacy School For Integrated Studies,Legacy School for Integrated Studies,Joan Mosely,HS,High School,1.36,,,,,,,,,,,F,C,0.21,0.44,0.74,7,6.2,6.3,6.7
1322,02M437,2,Hudson High School Of Learning Technologies,HUDSON HIGH SCHOOL OF LEARNING TECHNOLOGIES,Nancy Amling,HS,High School,2.22,,,,,,,,,,,,,0.47,0.88,0.89,8,7.4,7.7,7.6
1323,02M438,2,International High School At Union Square,INTERNATIONAL HIGH SCHOOL AT UNION SQUARE,Gaylea Prichard-Silvers,HS,High School,2.18,,,,,,,,,,,,,0.28,0.75,0.72,8.1,7.6,7.8,8.2
1324,02M439,2,Manhattan Village Academy,Manhattan Village Academy,Hector Geager,HS,High School,2.87,A,96.6,99.7,52.8,A,18.5,A,11.3,A,5,A,A,0.74,0.82,1,8.3,6.7,7.1,7.8
1325,02M440,2,Bayard Rustin Educational Complex,Bayard Rustin Educational Complex,Lisa Ostrom,HS,High School,1.83,,,,,,,,,,,,,0.2,0.58,0.66,7.2,6.6,6.6,7
1326,02M449,2,Vanguard High School,Vanguard High School,William Klann,HS,High School,2.09,A,79.5,87.9,39.2,A,14,A,11.8,A,7.3,B,C,0.19,0.94,0.89,7.9,7.4,7.7,8.1
1327,02M459,2,Manhattan International High School,Manhattan International High School,Alan Krull,HS,High School,2.44,A,71.2,70.1,37.3,B,10.8,C,10.7,A,6.9,B,A,0.39,0.9,0.9,8.3,7.1,7.4,7.9
1328,02M460,2,Washington Irving High School,Washington Irving High School,Bernardo Ascona,HS,High School,1.75,,,,,,,,,,,F,C,0.24,0.56,0.48,7,6.5,6.8,7.1
1329,02M475,2,Stuyvesant High School,Stuyvesant High School,Stanley Teitel,HS,High School,4.01,A,76.8,83.7,38.9,A,18.4,A,9.6,B,0,A,A,0.23,0.91,0.92,7.9,6.7,7.1,7.7
1330,02M489,2,High School Of Economics And Finance,High School of Economics and Finance,Michael Stanzione,HS,High School,2.59,B,66.4,54.5,33.3,B,12.6,B,8.9,B,3,B,C,0.47,0.89,0.83,8,7.1,7.3,7.8
1331,02M500,2,Unity Center For Urban Technologies,Unity Center for Urban Technologies,Fausto De La Rosa,HS,High School,1.06,A,75.9,80.6,36.5,B,17,A,10.1,B,8.7,A,A,0.75,0.88,0.76,8.3,7.6,7.8,8
1332,02M507,2,Urban Assembly Gateway School For Technology,Urban Assembly Gateway School for Technology,April Mckoy,HS,High School,2.18,,,,,,,,,,,,,0.44,1,0.95,8.5,7.6,8.3,8.6
1333,02M519,2,Talent Unlimited High School,Talent Unlimited High School,Linda Hamil,HS,High School,3.1,A,72.3,73,40.4,A,16.6,A,6.6,D,1.1,B,A,0.3,1,0.88,7.4,6.6,6.9,7.3
1334,02M520,2,Murry Bergtraum High School For Business Careers,Murry Bergtraum High School for Business Careers,Andrea Lewis,HS,High School,2.16,D,41,3.9,20.5,F,8.2,D,3.8,F,3.1,D,D,0.04,0.61,0.46,6.1,5.5,6,6.3
1335,02M529,2,Jacqueline Kennedy Onassis High School,Jacqueline Kennedy Onassis High School,Edward Demeo,HS,High School,2.17,B,60.1,37.8,30.7,C,11.7,B,8.7,B,2.9,C,B,0.16,0.76,0.75,7.6,6.8,7.2,7.5
1336,02M531,2,Repertory Company High School For Theatre Arts,Repertory Company High School for Theatre Arts,Michael Mehmet Jr.,HS,High School,2.79,A,80.3,89.9,44.9,A,15.7,A,9.4,B,4.4,B,A,0.36,1,0.96,7.5,7,6.9,7.3
1337,02M542,2,Manhattan Bridges High School,Manhattan Bridges High School,Mirza Sanchez Medina,HS,High School,2.33,A,89.7,96.6,46.5,A,14.1,A,11,A,11.1,A,A,0.68,0.95,0.88,8,7.1,7.6,8.2
1338,02M543,2,New Design High School,New Design High School,Scott Conti,HS,High School,2.07,A,74.9,78.5,42.5,A,13.9,B,9.7,B,4.1,A,A,0.05,0.75,0.62,8,6.4,7.2,7.6
1339,02M545,2,High School For Dual Language And Asian Studies,High School for Dual Language and Asian Studies,Li Yan,HS,High School,3.13,A,90.2,96.9,46.2,A,17.1,A,9.1,B,8.9,A,A,0.47,0.62,0.8,8.1,6.4,6.6,7.1
1340,02M551,2,The Urban Assembly New York Harbor School,The Urban Assembly New York Harbor School,Nathan Dudley,HS,High School,2.15,A,70.7,67.8,32.6,B,16.3,A,9.4,B,5.4,A,A,0.35,0.86,0.49,7.3,6.6,7,7.4
1341,02M580,2,Richard R. Green High School Of Teaching,Richard R. Green High School of Teaching,David Raubvogel,HS,High School,1.96,B,62.2,41.7,30.2,C,12.2,B,10,B,3.5,C,C,0.42,0.98,0.91,7.7,6.6,7,7.4
1342,02M600,2,The High School Of Fashion Industries,The High School of Fashion Industries,Daryl Blank,HS,High School,2.57,A,82.6,93.2,42.4,A,17.9,A,10.8,A,4,A,A,0.25,0.82,0.93,7.7,7.4,7.6,7.9
1343,02M615,2,Chelsea Career And Technical Education High School,Chelsea Career and Technical Education High School,Brian Rosenbloom,HS,High School,2.17,B,63.1,44.1,34.6,B,8.4,D,9.8,B,5.4,B,C,0.28,1,0.94,7.8,6.9,7.3,7.8
1344,02M620,2,Norman Thomas High School,Norman Thomas High School,Philip Martin Jr,HS,High School,1.73,,,,,,,,,,,,F,0.41,0.91,0.38,6.6,6,6.2,6.5
1345,02M625,2,High School Of Graphic Communication Arts,High School of Graphic Communication Arts,Brendan Lyons,HS,High School,1.93,F,34.8,1.4,21,F,5.5,F,2.2,F,3.1,F,D,0.26,0.46,0.68,6.3,6,6.1,6.6
1346,02M630,2,Art And Design High School,Art and Design High School,Eric Strauss,HS,High School,2.66,B,66.9,56.3,35.8,B,14.4,A,6.5,D,3.7,B,B,0.22,0.35,0.72,7.4,6,6.6,6.9
1347,03M283,3,Manhattan Theatre Lab High School,Manhattan Theatre Lab High School,Evelyn Collins,HS,High School,2.03,,,,,,,,,,,F,C,0.06,0.75,0.37,6.2,5,5.3,5.5
1348,03M299,3,"High School For Arts, Imagination And Inquiry","High School for Arts, Imagination and Inquiry",Stephen Noonan,HS,High School,1.84,B,65.3,49.9,32.7,B,14.6,A,6.8,D,6.6,C,B,0.21,0.96,0.74,7.3,6.6,6.9,7.3
1349,03M307,3,"Urban Assembly School For Media Studies, The","Urban Assembly School for Media Studies, The",Cordelia Veve,HS,High School,1.81,B,63.9,46.1,31.5,C,12.3,B,8.7,B,6.9,A,A,0.13,1,0.76,7.3,7,7.3,7.7
1350,03M402,3,The Urban Assembly School For Green Careers,THE URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS,Alexandra Rathmann-Noonan,HS,High School,1.66,,,,,,,,,,,,,0.33,0.92,0.28,6.9,6.5,6.9,7
1351,03M403,3,The Global Learning Collaborative,THE GLOBAL LEARNING COLLABORATIVE,Jennifer Zinn,HS,High School,1.92,,,,,,,,,,,,,0.2,0.96,0.87,7.7,7.5,7.6,7.8
1352,03M417,3,Frank Mccourt High School,FRANK McCOURT HIGH SCHOOL,Danielle Salzberg,HS,High School,2.65,,,,,,,,,,,,,0.32,0.82,0.97,7.5,6.9,6.9,7.4
1353,03M470,3,Louis D. Brandeis High School,Louis D. Brandeis High School,Arleen Liquori,HS,High School,1.94,,,,,,,,,,,,,0.04,0.35,0.82,6.8,6.4,6.6,7
1354,03M479,3,Beacon High School,Beacon High School,Ruth Lacey,HS,High School,3.49,A,73.5,74.9,42.4,A,13.7,B,10.6,A,0.5,A,A,0.29,0.88,0.82,7.9,7.2,7.7,8
1355,03M485,3,Fiorello H. Laguardia High School Of Music & Art A,Fiorello H. LaGuardia High School of Music & Art and Performing Arts,Kim Bruno,HS,High School,3.62,A,77.2,83.9,41.6,A,18.2,A,8,C,0.2,A,A,0.36,0.53,0.92,7.8,6.4,7,7.4
1356,03M492,3,"High School For Law, Advocacy And Community Justic","High School for Law, Advocacy and Community Justice",Doreen Conwell,HS,High School,2.08,A,72.8,74.1,33.3,B,16,A,9.7,B,6.7,A,A,0.52,1,0.77,7.6,6.8,7.2,7.5
1357,03M494,3,High School Of Arts And Technology,High School of Arts and Technology,Anne Geiger,HS,High School,2.1,C,54.9,22.9,30.5,C,11.2,C,4.9,F,3.3,C,B,0.29,0.88,0.53,6.8,5.9,6.3,6.5
1358,03M541,3,Manhattan / Hunter Science High School,Manhattan / Hunter Science High School,Susan Kreisman,HS,High School,3.27,A,80.1,89.3,43.8,A,13.8,B,12,A,2,B,B,0.22,0.96,0.89,8.4,7.4,7.8,8.2
1359,04M409,4,Coalition School For Social Change,Coalition School for Social Change,"Sullivan, John",HS,High School,1.56,D,43.4,5.4,19.3,F,9.7,C,7,C,3.6,C,C,0.18,0.75,0.67,7,6.9,7.1,7.4
1360,04M435,4,Manhattan Center For Science And Mathematics,Manhattan Center for Science and Mathematics,Jose David Jimenez,HS,High School,3.15,B,60.5,39.3,32.4,B,13.2,B,5.9,F,1.5,A,B,0.21,0.81,0.86,7.5,6.1,6.7,7.1
1361,04M495,4,Park East High School,Park East High School,Kevin Mccarthy,HS,High School,2.39,B,67.5,58.8,35.6,B,14.6,A,9.3,B,4.6,A,A,0.3,0.96,0.89,8,7,7.5,7.8
1362,04M555,4,Central Park East High School,Central Park East High School,Bennett Lieberman,HS,High School,2.55,A,76.2,81.7,41,A,11.2,C,12,A,7.1,A,A,0.3,1,0.93,8.1,7.2,7.4,8.1
1363,04M635,4,Academy Of Environmental Science Secondary High Sc,Academy of Environmental Science Secondary High School,Irma Garceau,HS,High School,1.56,,,,,,,,,,,,F,0.74,1,0.71,7.2,6.8,7.1,7.3
1364,04M680,4,"Heritage School, The","Heritage School, The",Dyanand Sugrim,HS,High School,1.77,C,57.2,28.2,28.8,C,12.5,B,7.5,C,5.3,B,C,0.51,0.88,0.97,6.9,6.5,6.7,7
1365,05M304,5,Mott Hall High School,Mott Hall High School,Altagracia Villalona,HS,High School,2.19,C,52.2,17,22.2,D,11.5,C,10.3,B,2.9,B,B,0.78,0.9,0.99,7.7,7.2,7.2,7.5
1366,05M369,5,Urban Assembly School For The Performing Arts,Urban Assembly School for the Performing Arts,Fia Davis,HS,High School,2.01,C,49.2,13.5,21,F,13.7,B,2.9,F,4.8,D,A,0.54,1,0.84,6.5,5.6,5.8,6.2
1367,05M685,5,Bread & Roses Integrated Arts High School,Bread & Roses Integrated Arts High School,Rodney Lofton,HS,High School,1.46,F,30.7,0.9,12.4,F,6.8,F,5.9,F,2.5,D,D,0.25,0.87,0.62,7,6.5,6.8,6.8
1368,05M692,5,"High School For Mathematics, Science And Engineeri","High School for Mathematics, Science and Engineering at City College",Crystal Bonds,HS,High School,3.73,A,79.6,88.2,42.8,A,17.9,A,10.3,B,0,A,A,0.41,0.97,0.66,8.5,7.4,7.6,8.2
1369,06M462,6,The College Academy,The College Academy,Peter Sloman,HS,High School,1.88,B,63.9,46.2,33.1,B,10.4,C,10,B,5.5,C,A,0.44,0.84,0.8,7.5,6.7,7,7.3
1370,06M463,6,High School For Media And Communications,High School for Media and Communications,Ronni Michelen,HS,High School,1.86,B,58.2,30.1,28.8,C,12,B,6.8,D,5.7,C,B,0.38,0.92,0.63,6.9,6.6,7,7.3
1371,06M467,6,High School For Law And Public Service,High School for Law and Public Service,Nicholas Politis,HS,High School,1.84,B,64.3,47.2,27.2,C,14,A,9.4,B,7.4,A,A,0.4,0.93,0.71,7,7,7.1,7.5
1372,06M468,6,High School For Health Careers And Sciences,High School for Health Careers and Sciences,Harris Marmor,HS,High School,1.97,C,54.2,21.5,26.9,C,9.2,D,8.7,B,5.2,D,B,0.52,1,0.88,7.3,6.7,7.1,7.3
1373,06M540,6,A. Philip Randolph Campus High School,A. Philip Randolph Campus High School,David Fanning,HS,High School,2.8,D,44.9,6.2,25.1,D,7.9,F,4.8,F,1.7,C,C,0.09,0.97,0.71,6.5,6.3,6.2,6.8
1374,06M552,6,Gregorio Luperon High School For Science And Mathe,Gregorio Luperon High School for Science and Mathematics,Juan Villar,HS,High School,2.06,A,78,85.3,33.9,B,15.5,A,13.9,A,7.8,A,A,0.65,0.9,0.94,8.6,7.4,7.8,8.3
1375,07X334,7,International Community High School,International Community High School,Berena Cabarcas,HS,High School,1.61,B,64.3,47.6,34.4,B,7.8,F,10.7,A,6.9,A,B,0.46,1,0.95,8,6.6,7.2,7.4
1376,07X427,7,Community School For Social Justice,Community School for Social Justice,Sue-Ann Rosch,HS,High School,1.74,B,62.8,43.5,31.5,C,10.4,C,10.9,A,5.7,C,A,0.33,0.96,0.95,8,7.5,7.9,8
1377,07X473,7,Mott Haven Village Preparatory High School,Mott Haven Village Preparatory High School,Flavia Puello Perdomo,HS,High School,1.94,B,59.7,35.3,28.7,C,11.5,C,10.9,A,4.6,B,B,0.67,1,0.93,8,7.1,7.6,7.9
1378,07X495,7,University Heights Secondary School,University Heights Secondary School,Hazel Joseph Roseboro,HS,High School,2.79,A,70.2,65.5,40,A,12.3,B,8.3,C,3.6,A,A,0.73,1,0.85,8.1,6.9,7.1,7.4
1379,07X520,7,Foreign Language Academy Of Global Studies,Foreign Language Academy of Global Studies,Leba Collins Augone,HS,High School,1.5,C,57,27.3,24.1,D,11.4,C,8.7,B,4.9,C,C,0.42,0.93,0.89,7.2,6.9,6.9,7.5
1380,07X522,7,Bronx Design And Construction Academy,Bronx Design and Construction Academy,Matthew Williams,HS,High School,1.56,,,,,,,,,,,,,0.41,0.8,0.69,8.4,7.9,8.3,8.5
1381,07X527,7,Bronx Leadership Academy Ii High School,Bronx Leadership Academy II High School,Katherine Callaghan,HS,High School,1.71,C,57.2,27.7,28.1,C,11.1,C,7.7,C,5.7,B,B,0.2,0.68,0.47,7.2,6.6,7,7.4
1382,07X547,7,New Explorers High School,New Explorers High School,Jacob Hobson,HS,High School,1.54,B,58.6,31.3,31.6,C,10.2,C,9.5,B,4.4,B,D,0.17,0.8,0.61,7.5,7,7.4,7.7
1383,07X548,7,Urban Assembly School For Careers In Sports,Urban Assembly School for Careers in Sports,Johanny Garcia,HS,High School,2.1,B,59.6,35.5,28.6,C,14.7,A,8.6,C,3.6,A,A,0.24,0.91,0.87,7.4,7,7.4,7.7
1384,07X600,7,Alfred E. Smith Career And Technical Education Hig,Alfred E. Smith Career and Technical Education High School,Rene Cassanova,HS,High School,1.51,B,61.6,40.7,35.2,B,10.2,C,4.7,F,6.3,C,C,0.15,0.74,0.7,6.5,6.3,6.6,6.9
1385,07X655,7,Samuel Gompers Career And Technical Education High,Samuel Gompers Career and Technical Education High School,Joyce Mills Kittrell,HS,High School,1.14,,,,,,,,,,,F,C,0.11,0.42,0.55,6.3,6,6.3,6.5
1386,07X670,7,Health Opportunities High School,Health Opportunities High School,Julie Mchedlishvili,HS,High School,1.84,C,53.9,20.6,21,F,13.6,B,8.1,C,4.5,B,B,0.83,0.97,0.72,7.1,6.9,7,7.3
1387,08X282,8,Women'S Academy Of Excellence,Women's Academy of Excellence,Arnette Crocker,HS,High School,2.04,C,54.6,22.3,23,D,15.7,A,2.9,F,4.8,B,C,0.21,0.56,0.89,6.7,5.7,5.6,6.2
1388,08X293,8,Renaissance High School For Musical Theater & Tech,Renaissance High School for Musical Theater & Technology,Maria N Herrera,HS,High School,1.95,B,67.1,57.3,36.5,B,12.7,B,9.6,B,3.7,B,A,0.31,0.67,0.9,7.6,7.1,7.4,7.9
1389,08X295,8,Gateway School For Environmental Research And Tech,Gateway School for Environmental Research and Technology,Clifford Siegel,HS,High School,1.41,,,,,,,,,,,D,B,0.14,0.63,0.62,6.4,5.7,6,6.4
1390,08X305,8,Pablo Neruda Academy For Architecture And World St,Pablo Neruda Academy for Architecture and World Studies,Sabrina Cook,HS,High School,1.32,B,67.8,60,33.7,B,11.3,C,10.1,B,8.5,B,B,0.39,0.97,0.83,7.6,7.2,7.5,7.7
1391,08X312,8,Millennium Art Academy,Millennium Art Academy,Maxine Nodel,HS,High School,1.79,B,66.1,52.8,36,B,10.3,C,10.4,B,4.9,A,A,0.16,0.38,0.81,7.4,7,7.4,7.8
1392,08X332,8,Holcombe L. Rucker School Of Community Research,Holcombe L. Rucker School of Community Research,Sharif Rucker,HS,High School,1.66,D,45.9,7.6,19.1,F,10.3,C,6.6,D,4.2,D,C,0.71,0.7,0.56,7.1,6,6.5,6.9
1393,08X405,8,Herbert H. Lehman High School,Herbert H. Lehman High School,R Lobianco,HS,High School,1.83,D,40.5,3.7,19.2,F,6.3,F,5.9,F,3,F,F,0.05,0.84,0.56,6.6,6.8,7,7.4
1394,08X432,8,Bronx Bridges High School,BRONX BRIDGES HIGH SCHOOL,Pablo Villavicencio,HS,High School,1.9,,,,,,,,,,,,,0.58,0.73,0.9,7.7,6.8,7.4,7.6
1395,08X452,8,Bronx Guild,Bronx Guild,Sam Decker,HS,High School,1.6,A,71.9,72,34.8,B,12.6,B,8.9,B,8.7,B,C,0.44,1,0.71,7.7,6.9,7.1,7.7
1396,08X519,8,Felisa Rincon De Gautier Institute For Law And Pub,"Felisa Rincon de Gautier Institute for Law and Public Policy, The",Ms. Grismaldy Laboy-Wilson,HS,High School,1.68,C,51.8,16.4,24.9,D,11,C,7.7,C,4.8,B,C,0.25,0.64,0.62,6.8,6.4,6.4,6.9
1397,08X530,8,Banana Kelly High School,Banana Kelly High School,Antonio Arocho,HS,High School,1.45,C,49.3,13.6,29.1,C,8.2,D,2.7,F,4.2,C,D,0.42,0.94,0.64,6.4,5.6,6,6.1
1398,08X540,8,School For Community Research And Learning,School for Community Research and Learning,Jacqueline Boswell,HS,High School,1.18,,,,,,,,,,,,D,0.02,0.5,0,5.8,6.4,6.6,6.8
1399,08X650,8,Jane Addams High School For Academic Careers,Jane Addams High School for Academic Careers,"Dibartolomeo, Joel",HS,High School,1.63,,,,,,,,,,,F,C,0.11,0.47,0.63,7,6.5,6.7,7.1
1400,09X227,9,Bronx Expeditionary Learning High School,Bronx Collegiate Academy,D White,HS,High School,1.49,A,73.1,74.4,40.2,A,11.6,B,11.3,A,5.6,B,C,0.41,1,0.74,7.9,7.7,8,8.2
1401,09X239,9,Urban Assembly Academy For History And Citizenship,"Urban Assembly Academy for History and Citizenship for Young Men, The",Avis Terrell,HS,High School,1.06,,,,,,,,,,,,F,0.21,0.92,0.46,7.2,6.8,7.3,7.5
1402,09X250,9,Eximius College Preparatory Academy: A College Boa,Eximius College Preparatory Academy: A College Board School,Jonathan Daly,HS,High School,1.98,B,69.9,65.9,31,C,16.8,A,9.4,B,6.8,B,B,0.34,0.73,0.82,7.2,7,7,7.5
1403,09X252,9,Mott Hall Bronx High School,Mott Hall Bronx High School,Kathryn Malloy,HS,High School,2.12,B,67,57.5,31.8,C,16.6,A,9,B,4,B,A,0.19,0.89,0.79,7.5,6.9,7.1,7.5
1404,09X260,9,Bronx Center For Science And Mathematics,Bronx Center for Science and Mathematics,Edward Tom,HS,High School,2.64,A,80.9,91,40.5,A,15.9,A,11.1,A,4.3,A,B,0.55,0.81,0.98,8.1,6.9,7.5,8.2
